Daily Time,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Male,Country,Timestamp,Clicked on Ad
55.6,32,38609.2,182.2,Focused upward-trending core,Hernandezside,0,Kuwait,28-04-2016 22:54,0
82.07,43,51119.93,198.45,Optimized upward-trending productivity,Port Jeffrey,1,Turkey,03-04-2016 21:13,1
41.73,28,39799.73,217.37,Sharable reciprocal project,West Joseph,1,Luxembourg,28-05-2016 12:20,0
34.78,36,32549.95,115.26,Robust web-enabled attitude,North Maryland,1,Belize,20-06-2016 08:22,1
40.04,23,25739.09,222.87,Team-oriented executive core,Patriciahaven,0,China,14-01-2016 14:00,0
54.97,33,41547.62,204.02,Customizable tangible hierarchy,New Taylorburgh,1,Vanuatu,02-03-2016 04:02,0
72.55,31,56180.93,207.17,Optional full-range projection,Thomasview,0,Senegal,25-05-2016 00:34,0
42.04,37,75180.2,158.56,Digitized radical architecture,New Brandy,1,Moldova,24-05-2016 09:50,0
55.6,24,52252.91,182.2,Profound optimizing utilization,Wrightburgh,1,Myanmar,18-03-2016 13:22,0
41.73,28,44174.25,204.79,Front-line zero-defect array,Port Kathleenfort,0,Egypt,26-02-2016 01:18,0
66.08,52,64021.55,229.12,Self-enabling local strategy,Silvaton,0,Cayman Islands,04-04-2016 08:19,1
83.71,42,50723.67,238.58,Innovative interactive portal,Hubbardmouth,0,Saudi Arabia,06-04-2016 11:24,1
82.07,44,57846.68,226.69,Future-proofed fresh-thinking conglomeration,Cannonbury,0,Bulgaria,12-01-2016 03:28,0
41.73,28,73608.99,221.94,Organized global flexibility,Markhaven,1,Luxembourg,09-03-2016 06:22,1
60.53,34,59785.94,160.03,Function-based incremental standardization,Hawkinsbury,0,Brunei Darussalam,27-02-2016 08:52,0
66.18,31,61840.26,240.64,Optional full-range projection,West Angelabury,1,Singapore,19-05-2016 11:16,0
64.75,27,64021.55,239.32,Multi-lateral multi-state encryption,South Lisa,0,Mexico,16-01-2016 23:37,1
50.19,36,50628.31,126.39,Reverse-engineered well-modulated capability,East Maureen,1,Indonesia,13-04-2016 07:07,1
70.39,36,59593.56,115.26,Ameliorated actuating workforce,New James,1,Indonesia,03-01-2016 16:01,0
40.04,23,61617.98,222.87,Team-oriented executive core,Hubbardmouth,0,Czech Republic,15-02-2016 16:52,0
47.53,32,55424.24,172.83,Focused upward-trending core,Hernandezside,0,Kuwait,28-04-2016 22:54,0
51.87,60,51067.54,119.86,Polarized 5thgeneration matrix,Hansenmouth,0,Peru,20-04-2016 10:04,1
55.6,35,31947.65,236.87,Robust uniform framework,Karenmouth,0,Mayotte,12-02-2016 08:46,1
72.19,51,74535.94,191.82,Managed well-modulated collaboration,Lake Deannaborough,1,Luxembourg,05-03-2016 20:53,0
70.44,34,34191.23,168.34,Cloned explicit middleware,Kingshire,1,Equatorial Guinea,11-03-2016 00:05,0
57.99,49,39031.89,195.69,Managed client-server access,West Brandonton,1,Afghanistan,02-03-2016 04:57,1
59.05,50,43974.49,123.13,Centralized tertiary pricing structure,Burgessside,0,Heard Island and McDonald Islands,09-01-2016 04:53,1
46.61,41,71157.05,187.76,Inverse high-level capability,Hubbardmouth,0,Netherlands,30-05-2016 20:07,1
54.88,51,74535.94,185.46,Distributed leadingedge orchestration,West Gregburgh,0,Taiwan,31-01-2016 05:12,1
62.42,29,69646.35,198.5,Programmable uniform website,South Cynthiashire,1,Australia,22-06-2016 07:33,0
82.07,43,56770.79,157.04,Reverse-engineered maximized focus group,Port Jeffrey,0,Bangladesh,17-04-2016 21:39,1
84.73,30,73174.19,240.95,Self-enabling optimal initiative,Lake Jessicaville,0,Guinea,04-03-2016 08:48,1
49.21,46,54286.1,253.48,Automated multi-state toolset,Richardsonshire,0,Brazil,28-02-2016 23:10,0
80.3,49,45632.51,113.8,Streamlined homogeneous analyzer,West Brandonton,0,Netherlands,04-04-2016 20:01,1
88.04,38,57868.44,230.93,Profit-focused dedicated utilization,Bowenview,0,Western Sahara,15-01-2016 19:40,1
86.06,35,73889.99,119.2,Total cohesive moratorium,Williamsport,1,Liechtenstein,18-03-2016 13:22,1
55.6,54,53188.69,161.16,Virtual scalable secured line,East Jennifer,1,Somalia,13-06-2016 13:59,1
56.16,41,48335.2,176.98,Profit-focused secondary portal,Port Katelynview,0,Bangladesh,17-04-2016 21:39,1
71.28,54,31523.09,240.63,Phased zero tolerance extranet,New Lucasburgh,0,Czech Republic,16-01-2016 23:37,1
80.3,49,39031.89,195.69,Streamlined homogeneous analyzer,West Brandonton,1,Australia,04-04-2016 20:01,1
89.05,44,57846.68,187.76,Customizable systematic service-desk,Tammyshire,1,Hungary,23-01-2016 18:59,0
46.61,43,73538.09,163.48,Optimized upward-trending productivity,Port Katelynview,0,Bangladesh,17-04-2016 21:39,1
59.59,23,25739.09,222.87,Enhanced optimizing website,Hubbardmouth,0,Saudi Arabia,19-07-2016 12:05,1
40.47,36,32549.95,140.46,Digitized contextually-based product,North Brandon,0,Qatar,03-01-2016 07:13,0
40.19,42,57868.44,199.43,Innovative interactive portal,Stewartbury,1,Czech Republic,06-04-2016 11:24,1
40.04,34,40183.75,160.03,Function-based incremental standardization,New Tinamouth,0,Brunei Darussalam,27-02-2016 08:52,0
82.79,35,39840.55,236.87,Vision-oriented attitude-oriented Internet solution,West Jessicahaven,0,Uruguay,29-02-2016 23:56,1
68.01,26,51463.17,259.76,Business-focused real-time toolset,Sarahton,0,United Arab Emirates,17-04-2016 06:58,0
60.53,29,38067.08,233.04,Self-enabling local strategy,South Troy,0,South Georgia and the South Sandwich Islands,21-04-2016 16:10,1
59.22,49,45632.51,113.8,Streamlined homogeneous analyzer,West Brandonton,0,Netherlands,04-04-2016 20:01,1
56.39,54,58966.22,218.61,Automated stable help-desk,Erikville,1,Australia,05-01-2016 16:26,1
43.49,37,23936.86,217.37,Integrated impactful groupware,Reyesfurt,0,New Zealand,30-05-2016 18:08,0
56.39,36,76003.47,141.52,Up-sized incremental encryption,North Randy,0,Belize,08-05-2016 22:24,1
82.07,48,52736.33,123.13,Integrated coherent pricing structure,Burgessside,0,Heard Island and McDonald Islands,17-07-2016 01:13,1
41.84,29,53431.35,158.56,Mandatory coherent groupware,Christinetown,0,Poland,14-01-2016 00:23,0
40.47,27,36884.23,131.29,Configurable tertiary capability,East Maureen,1,Estonia,12-01-2016 10:07,0
41.73,28,63727.5,217.37,Synchronized user-facing core,Kennedyfurt,1,Slovenia,03-07-2016 12:57,0
71.84,54,61228.96,161.16,Universal global intranet,Westshire,1,Australia,31-05-2016 09:06,1
89.34,29,56113.37,225.58,Digitized zero-defect implementation,Wrightburgh,0,Faroe Islands,19-06-2016 22:08,0
59.51,60,40468.53,218.61,Polarized 5thgeneration matrix,Youngfort,0,Antigua and Barbuda,27-02-2016 12:34,1
57.24,43,73538.09,198.45,Optimized upward-trending productivity,Port Jeffrey,1,Northern Mariana Islands,17-07-2016 01:13,1
37,30,57877.15,219.94,Front-line bandwidth-monitored capacity,East John,0,Qatar,29-06-2016 10:50,0
43.59,40,73882.91,164.02,Synergized coherent interface,Jordantown,1,Somalia,20-06-2016 08:22,0
74.88,36,32549.95,109.07,Reverse-engineered well-modulated capability,Amandahaven,1,Poland,21-04-2016 16:10,0
54.88,22,67058.72,121.07,Digitized content-based circuit,Sarahland,0,United States of America,17-04-2016 21:39,0
79.52,25,50671.6,141.89,Configurable disintermediate throughput,North Regina,1,Hong Kong,07-04-2016 15:18,0
80.3,37,53058.91,258.62,Streamlined homogeneous analyzer,Westshire,0,Australia,31-05-2016 09:06,1
41.16,39,38067.08,124.44,Intuitive exuding service-desk,West Aprilport,0,Lao People's Democratic Republic,08-05-2016 22:24,0
87.35,42,61690.93,243.61,Innovative interactive portal,Lake Jennifer,0,Guernsey,06-04-2016 11:24,0
56.3,29,53431.35,216.49,Front-line heuristic data-warehouse,East Carlos,0,Burundi,03-05-2016 16:02,0
46.61,38,64564.07,230.93,Profit-focused dedicated utilization,Bowenview,0,Western Sahara,15-01-2016 19:40,1
83.4,34,20592.99,160.03,Cloned explicit middleware,Kingshire,1,Namibia,11-03-2016 00:05,0
82.07,22,51363.16,121.07,Customizable modular Internet solution,Jordantown,0,Mali,03-07-2016 04:11,0
60.53,22,48335.2,261.02,Customizable modular Internet solution,North Angelatown,0,Lesotho,21-04-2016 09:30,1
74.54,23,25739.09,172.81,Managed disintermediate capability,Hubbardmouth,0,China,19-05-2016 14:30,1
69.62,34,34191.23,203.84,Cloned explicit middleware,Kingshire,1,Namibia,11-03-2016 00:05,0
56.16,30,58543.94,140.46,User-centric attitude-oriented adapter,West Gregburgh,0,Guinea,31-01-2016 06:14,1
84.73,45,31092.93,138.71,Enhanced homogeneous moderator,Wintersfort,1,Maldives,05-03-2016 12:03,1
82.07,43,52563.22,121.28,Reverse-engineered maximized focus group,Port Katelynview,0,Bangladesh,17-04-2016 21:39,1
59.51,29,53431.35,130.86,Self-enabling local strategy,East Tiffanyport,0,Australia,11-01-2016 02:07,1
89,40,60968.62,132.63,Sharable reciprocal project,New Williamville,1,French Guiana,31-03-2016 20:55,0
69.15,35,36884.23,236.87,Optional multi-state hardware,Wrightburgh,0,Papua New Guinea,18-07-2016 01:36,0
59.22,49,56729.78,195.69,Organic logistical adapter,West Brandonton,1,Australia,04-04-2016 20:01,1
73.1,31,27262.51,207.17,Profit-focused attitude-oriented task-force,Jamiefort,0,Uruguay,06-05-2016 21:07,0
46.14,23,56725.47,195.69,Managed client-server access,West Brandonton,1,Australia,04-04-2016 20:01,1
68.18,23,32252.38,217.37,Inverse local hub,Hernandezfort,0,Czech Republic,27-01-2016 12:38,0
46.31,31,61840.26,207.17,Optional full-range projection,West Angelabury,1,Barbados,10-05-2016 07:22,0
81.9,41,39799.73,219.94,Cross-platform logistical pricing structure,Reyesfurt,0,Qatar,29-06-2016 10:50,0
55.6,35,42993.48,221.18,Total cohesive moratorium,Port Melissaberg,1,Jersey,18-03-2016 13:22,1
71.33,28,68877.02,126.95,Cloned object-oriented benchmark,Westshire,0,South Africa,08-05-2016 22:24,1
81.58,45,59610.81,234.26,Fully-configurable foreground solution,Thomasstad,1,Guernsey,18-03-2016 13:00,0
80.31,31,56180.93,204.79,Intuitive exuding service-desk,Laurieside,0,Senegal,26-02-2016 22:46,0
52.84,23,60514.05,238.58,Enhanced optimizing website,Hubbardmouth,0,Czech Republic,06-04-2016 11:24,1
60.23,41,50671.6,234.26,Enterprise-wide tangible model,New Tina,1,Honduras,13-05-2016 11:57,1
40.17,26,62669.59,228.78,Compatible intangible customer loyalty,Evansfurt,1,Albania,11-03-2016 06:49,0
83.71,38,57868.44,170.13,Profit-focused dedicated utilization,Hubbardmouth,0,Western Sahara,19-07-2016 12:05,1
68.01,19,40468.53,229.12,Configurable tertiary capability,Lake Evantown,0,Belgium,06-04-2016 14:16,1
69.5,27,61428.18,139.32,Seamless composite budgetary management,Jordantown,1,French Guiana,23-03-2016 21:06,0
60.23,44,73538.09,139.34,Focused coherent success,South George,1,Northern Mariana Islands,06-02-2016 17:48,0
50.19,25,50671.6,141.89,Business-focused transitional solution,Nelsonfurt,1,Guernsey,18-03-2016 13:00,0
59.59,22,63363.04,208.24,Profit-focused secondary portal,North Angelatown,0,Austria,03-07-2016 04:11,0
40.42,45,59610.81,135.31,Enhanced homogeneous moderator,Wintersfort,1,Bosnia and Herzegovina,10-07-2016 17:24,1
41.73,31,61840.26,207.17,Optional full-range projection,West Angelabury,1,Singapore,08-02-2016 14:02,0
59.51,40,40468.53,167.22,Networked responsive application,New Hollyberg,0,Christmas Island,31-03-2016 20:55,1
56.3,28,53058.91,172.81,Intuitive exuding service-desk,Kimberlytown,0,Serbia,05-01-2016 20:58,0
40.04,42,60514.05,238.58,Enhanced optimizing website,Hubbardmouth,0,United Kingdom,06-04-2016 11:24,1
40.04,34,34191.23,160.03,Cloned explicit middleware,Port Robin,1,Saint Vincent and the Grenadines,27-02-2016 08:52,1
80.3,46,66291.67,231.95,Front-line system-worthy flexibility,New Taylorburgh,1,Vanuatu,24-02-2016 19:08,1
65.56,46,33951.63,194.23,Universal empowering adapter,South Jaimeview,1,Australia,12-01-2016 10:07,1
55.6,31,56180.93,171.23,Inverse local hub,Laurieside,0,Turks and Caicos Islands,26-02-2016 22:46,0
73.38,25,49850.52,178.85,Digitized content-based circuit,South Corey,0,Gabon,10-06-2016 00:35,0
83.97,36,50628.31,109.07,Team-oriented zero-defect initiative,West Angelabury,1,American Samoa,15-02-2016 20:41,1
65.07,23,55121.65,172.81,Monitored context-sensitive initiative,Hubbardmouth,1,United States Virgin Islands,09-03-2016 03:41,0
43.49,37,23936.86,109.29,Cross-group non-volatile secured line,New Brandy,1,Barbados,18-01-2016 02:51,0
88.12,41,50628.31,144.77,Robust uniform framework,South Manuel,1,Estonia,23-01-2016 18:59,0
40.42,45,60315.19,198.45,Total grid-enabled application,Wintersfort,1,Chad,17-03-2016 05:00,0
51.87,37,62772.42,109.29,Robust uniform framework,Nelsonfurt,1,Luxembourg,26-01-2016 02:47,1
42.04,37,23936.86,181.02,Total directional approach,Jonathanland,0,Senegal,10-02-2016 19:20,1
80.3,37,53058.91,128.17,Centralized logistical secured line,Youngfort,0,Australia,19-02-2016 20:49,0
43.6,39,39840.55,236.87,Robust holistic application,West Jessicahaven,0,Uruguay,06-05-2016 21:07,1
62.14,42,57868.44,243.61,Robust logistical utilization,Hubbardmouth,1,Czech Republic,24-06-2016 08:42,1
59.22,37,68877.02,108.1,Vision-oriented attitude-oriented Internet solution,Wrightburgh,0,Burundi,22-02-2016 07:04,0
71.03,39,38067.08,124.44,Cloned object-oriented benchmark,Westshire,0,Ireland,08-05-2016 22:24,1
44.78,26,32252.38,131.76,Programmable uniform website,Shelbyport,1,Dominica,05-01-2016 16:26,0
88.12,38,56782.18,230.93,Vision-oriented attitude-oriented Internet solution,South Daniellefort,0,Uganda,16-06-2016 03:17,1
68.18,28,55121.65,172.81,Inverse local hub,Reyesfurt,0,Gabon,15-02-2016 16:52,0
89.05,44,33553.9,187.76,Down-sized background groupware,Stewartbury,1,Norway,17-04-2016 19:10,1
70.44,49,50723.67,125.45,Robust uniform framework,West Raymondmouth,0,Bahamas,06-04-2016 11:24,0
84.73,45,66574,158.42,Optimized upward-trending productivity,Wintersfort,1,Ukraine,05-03-2016 12:03,1
59.59,22,51257.26,136.21,Programmable empowering orchestration,Combsstad,0,Cote d'Ivoire,10-02-2016 06:37,0
70.44,34,59785.94,160.03,Function-based incremental standardization,Jamesville,0,Brunei Darussalam,10-04-2016 19:48,0
74.54,34,59785.94,203.44,Cloned explicit middleware,New Tinamouth,0,Brunei Darussalam,27-04-2016 04:28,1
80.3,52,33951.63,186.37,Programmable uniform website,Penatown,1,Australia,05-01-2016 16:26,1
51.24,39,38067.08,214.42,Phased zero tolerance extranet,New Rebecca,0,Somalia,03-01-2016 17:10,1
55.6,54,42993.48,240.63,Automated stable help-desk,East Jennifer,0,Saint Pierre and Miquelon,31-03-2016 20:55,1
82.07,48,52736.33,123.13,Integrated coherent pricing structure,Burgessside,1,Brazil,17-07-2016 01:13,1
88.12,25,50671.6,241.03,Up-sized maximized model,New Tina,1,Georgia,28-04-2016 02:55,0
56.39,46,58966.22,231.95,Proactive actuating Graphical User Interface,Shelbyport,1,Australia,09-02-2016 05:28,1
60.53,38,51920.49,154.75,Virtual bandwidth-monitored initiative,Stewartbury,0,Western Sahara,19-07-2016 12:05,1
32.91,29,53431.35,216.49,Re-engineered optimal policy,Christinetown,0,Qatar,14-01-2016 00:23,0
89,38,18368.57,198.45,Devolved zero administration intranet,Wilcoxport,1,Turkey,28-02-2016 23:54,1
40.47,35,25603.93,236.87,De-engineered attitude-oriented projection,Wrightburgh,0,Qatar,18-07-2016 01:36,0
49.21,27,36884.23,193.29,Configurable tertiary capability,East Brittanyville,0,Qatar,24-04-2016 13:46,1
55.6,29,50055.33,158.56,Diverse leadingedge website,Lake Danielle,0,Uganda,22-04-2016 22:01,1
59.51,29,69646.35,200.71,Digitized content-based circuit,West Shannon,0,Burundi,12-06-2016 21:21,0
74.27,51,41547.62,184.23,Extended context-sensitive monitoring,New Thomas,1,Honduras,13-07-2016 01:48,1
81.22,26,51463.17,259.76,Function-based optimizing protocol,Port Jodi,0,Bulgaria,30-03-2016 23:40,1
78.79,36,50628.31,203.9,Total cohesive moratorium,Youngfort,1,Belize,10-04-2016 03:30,1
50.63,39,19991.72,236.87,Vision-oriented attitude-oriented Internet solution,Karenmouth,0,Venezuela,07-04-2016 15:18,0
53.92,42,61840.26,243.61,Virtual 5thgeneration neural-net,Stewartbury,1,United Kingdom,06-04-2016 11:24,1
69.62,34,60283.98,224.44,Cloned explicit middleware,Patriciahaven,1,Czech Republic,19-07-2016 12:05,1
51.24,36,70592.81,140.46,Progressive clear-thinking open architecture,West Aprilport,0,Montenegro,18-07-2016 01:36,0
36.73,42,60514.05,238.58,Right-sized mobile initiative,Lake Jennifer,0,Netherlands Antilles,19-05-2016 14:30,1
41.73,28,61840.26,199.39,Managed zero tolerance concept,Erinmouth,1,Luxembourg,21-04-2016 19:56,0
67.69,40,44248.52,111.8,Assimilated actuating policy,Costaburgh,1,French Guiana,28-02-2016 23:54,0
38.37,32,69481.85,172.83,Profound maximized workforce,Lake Matthewland,0,Serbia,09-06-2016 21:43,1
49.21,40,62669.59,111.94,Fully-configurable foreground solution,New Tinamouth,1,Greece,17-01-2016 18:45,0
53.68,29,50960.08,216.49,Mandatory coherent groupware,Johnstad,0,Lao People's Democratic Republic,11-02-2016 13:26,0
89.34,32,55424.24,178.92,Business-focused transitional solution,Lisafort,1,Latvia,31-03-2016 20:55,0
56.39,54,58966.22,218.61,Automated stable help-desk,Port Jacqueline,1,Czech Republic,17-06-2016 20:18,1
54.08,36,50628.31,115.26,Operative stable moderator,Destinyfurt,1,Honduras,20-06-2016 08:22,0
59.59,48,43974.49,157.04,Polarized tangible collaboration,Burgessside,0,Brazil,17-07-2016 01:13,1
59.51,60,58966.22,153.76,Universal empowering adapter,Williamsside,0,Australia,05-01-2016 16:26,1
75.84,25,50506.44,241.03,Multi-layered fresh-thinking neural-net,Pearsonfort,0,Micronesia,08-07-2016 17:14,0
86.06,32,55424.24,178.92,Business-focused transitional solution,Lisafort,1,Latvia,31-03-2016 20:55,0
79.81,23,56457.01,211.38,Synchronized user-facing core,Hubbardmouth,1,Croatia,19-05-2016 14:30,1
60.23,43,53922.43,163.48,Reverse-engineered maximized focus group,Yangside,0,Bangladesh,03-04-2016 21:13,1
46.61,41,76435.3,126.39,Polarized logistical hub,Harmonhaven,0,El Salvador,25-05-2016 20:10,1
59.59,34,59785.94,160.03,Cloned explicit middleware,New Tinamouth,0,Samoa,27-04-2016 04:28,1
80.47,35,64564.07,131.55,Reactive composite project,New Tina,1,Finland,14-03-2016 14:13,1
53.92,31,56180.93,240.64,Sharable reciprocal project,West Angelabury,1,Israel,08-07-2016 03:47,0
55.6,35,73889.99,236.87,Persevering reciprocal firmware,Wrightburgh,1,Niger,26-01-2016 02:47,0
83.71,38,57868.44,137.24,Profit-focused dedicated utilization,New Travistown,0,Bulgaria,22-04-2016 02:07,1
39.36,42,57868.44,238.58,Innovative interactive portal,Lake Jennifer,1,Czech Republic,15-01-2016 19:40,1
80.3,52,33951.63,229.12,Devolved regional moderator,East Samanthashire,1,Switzerland,12-01-2016 10:07,1
51.56,52,73049.3,234.75,Streamlined homogeneous analyzer,West Brandonton,0,Eritrea,05-02-2016 16:50,1
67.85,28,72203.96,138.87,Organized global flexibility,New Brandy,1,Liberia,08-07-2016 03:47,0
46.61,43,66291.67,198.45,Polarized tangible collaboration,Port Jeffrey,0,Bangladesh,04-01-2016 22:27,1
55.6,35,57739.03,226.54,Business-focused real-time toolset,Leahside,1,Hong Kong,02-07-2016 20:23,0
36.73,31,59886.58,207.17,Enterprise-wide tangible model,West Angelabury,1,Hong Kong,30-03-2016 01:05,0
81.75,33,58966.22,215.18,Adaptive contextually-based methodology,South George,1,Vanuatu,03-07-2016 04:11,0
81.75,49,45632.51,168.34,Streamlined homogeneous analyzer,Davidstad,0,Eritrea,11-03-2016 00:05,0
80.3,60,68448.94,195.69,Self-enabling local strategy,West Brandonton,0,Netherlands,04-04-2016 20:01,1
59.51,30,58677.69,219.94,Synchronized systemic hierarchy,Kristinfurt,0,Qatar,29-06-2016 10:50,0
80.3,49,39031.89,195.69,Streamlined homogeneous analyzer,West Brandonton,1,Australia,04-04-2016 20:01,1
60.53,22,56683.32,133.2,Extended analyzing emulation,North Isabellaville,0,Samoa,12-06-2016 21:21,0
41.73,28,61840.26,221.94,Organized global flexibility,West Joseph,1,Luxembourg,08-04-2016 22:40,0
56.39,46,33951.63,231.95,Proactive actuating Graphical User Interface,South Jaimeview,1,Australia,06-04-2016 14:16,1
52.68,39,71222.4,199.79,Networked even-keeled workforce,Lake David,1,American Samoa,14-01-2016 16:30,0
37,32,55424.24,178.92,Business-focused transitional solution,Lisafort,1,Ghana,31-03-2016 20:55,0
40.47,54,64021.55,222.25,Front-line bandwidth-monitored capacity,Mosleyburgh,0,Spain,26-02-2016 19:48,0
53.92,28,53058.91,230.52,Intuitive exuding service-desk,Westshire,0,Costa Rica,23-01-2016 17:39,1
55.6,24,52252.91,182.2,Profound optimizing utilization,West James,0,Algeria,31-01-2016 05:12,0
85.62,25,39699.13,236.19,Customizable multi-tasking website,West Aprilport,0,United Arab Emirates,03-06-2016 06:34,0
54.88,50,52736.33,123.13,Integrated coherent pricing structure,North Samantha,0,Micronesia,26-06-2016 11:52,1
35.61,37,75180.2,108.1,Vision-oriented attitude-oriented Internet solution,Shawstad,0,French Southern Territories,10-02-2016 19:20,1
53.68,29,53431.35,217.1,Multi-channeled scalable moratorium,Westshire,1,Moldova,24-03-2016 02:01,1
90.97,49,64564.07,187.76,Reactive composite project,Bakerhaven,1,Sao Tome and Principe,05-02-2016 16:50,0
52.84,42,60514.05,146.8,Innovative interactive portal,Hubbardmouth,0,Czech Republic,19-07-2016 12:05,1
55.6,35,56113.37,236.87,Business-focused real-time toolset,North Johnside,0,United Arab Emirates,07-04-2016 15:18,0
57.86,40,40468.53,229.12,User-friendly upward-trending intranet,Youngfort,0,Bangladesh,17-02-2016 20:22,1
56.39,40,38067.08,140.46,Face-to-face analyzing encryption,North Randy,0,United Arab Emirates,13-07-2016 16:12,1
63.45,42,58151.87,231.48,Virtual 5thgeneration neural-net,Novaktown,1,Czech Republic,19-02-2016 13:26,0
56.39,29,69456.83,221.98,Profit-focused attitude-oriented task-force,Brownbury,0,Belgium,11-01-2016 02:07,1
65.65,29,56113.37,112.72,Balanced executive definition,East Carlos,0,Burundi,13-07-2016 07:41,0
83.4,22,41851.38,219.69,Digitized content-based circuit,Jamesville,0,Saudi Arabia,11-03-2016 00:05,0
59.05,38,57868.44,218.97,Vision-oriented attitude-oriented Internet solution,Lake Gerald,0,Tonga,30-05-2016 20:07,1
47.48,29,61172.07,158.56,Programmable uniform website,West Richard,0,Algeria,17-04-2016 21:39,0
40.47,29,56113.37,208.05,Digitized zero-defect implementation,Wilsonburgh,0,Burundi,19-06-2016 22:08,0
66.08,33,39616,122.31,Grass-roots coherent extranet,Silvaton,0,Central African Republic,12-05-2016 21:32,1
50.33,31,56180.93,124.44,Phased hybrid superstructure,New Michael,0,Venezuela,15-06-2016 11:56,0
45.7,32,69481.85,178.92,Business-focused transitional solution,Lisafort,1,Ghana,09-01-2016 03:45,0
73.89,31,39799.73,212.87,Sharable reciprocal project,New Michael,0,Liberia,21-06-2016 14:32,0
86.06,32,55424.24,178.92,Business-focused transitional solution,Lisafort,1,Ghana,31-03-2016 20:55,0
46.61,29,66429.84,120.06,Configurable mission-critical algorithm,West Michaelhaven,0,Greece,12-05-2016 21:32,1
59.59,48,43974.49,167.67,Polarized tangible collaboration,Burgessside,0,Bangladesh,21-04-2016 09:30,1
89.05,51,57868.44,111.94,Focused coherent success,Yangside,1,Burkina Faso,03-04-2016 21:13,1
56.39,46,33951.63,194.23,Virtual 5thgeneration neural-net,South Jaimeview,1,Cuba,12-01-2016 10:07,1
55.6,54,38609.2,182.2,Focused upward-trending core,East Carlos,0,Bahrain,31-03-2016 20:55,0
55.6,39,61601.05,222.25,Intuitive exuding service-desk,Garciatown,0,Niger,03-07-2016 09:22,0
51.24,32,69481.85,219.94,Up-sized 6thgeneration moratorium,Hernandezside,0,Serbia,09-06-2016 21:43,1
41.73,28,59677.64,199.39,Sharable reciprocal project,East Kevinbury,1,American Samoa,05-01-2016 16:26,0
83.71,26,50628.31,126.39,Upgradable multi-tasking initiative,East Kevinbury,1,Italy,08-01-2016 19:38,0
55.6,39,56180.93,124.44,Intuitive exuding service-desk,North Aaronburgh,0,Bahrain,10-06-2016 10:11,0
51.3,48,34418.09,123.13,Function-based context-sensitive secured line,Burgessside,1,Turkey,17-07-2016 01:13,1
74.54,50,57868.44,123.13,Realigned content-based leverage,New Tammy,0,Tonga,04-04-2016 07:07,1
50.63,39,37334.78,210.6,Operative full-range forecast,New Brandy,1,Luxembourg,20-06-2016 14:20,1
54.88,43,54106.21,121.28,Reverse-engineered maximized focus group,Port Katelynview,0,Northern Mariana Islands,09-05-2016 21:54,1
44.78,38,72272.9,206.98,Monitored executive architecture,Stewartbury,1,Western Sahara,13-05-2016 11:57,1
39.36,23,25739.09,172.81,Networked impactful framework,Patriciahaven,0,Singapore,08-02-2016 07:33,0
80.31,31,67575.12,174.88,Stand-alone radical throughput,Harmonhaven,0,Gabon,30-06-2016 00:19,1
52.68,39,42993.48,109.29,Total cohesive moratorium,Nelsonfurt,1,Luxembourg,20-06-2016 14:20,1
37.87,38,70582.55,130.83,Monitored executive architecture,Stewartbury,1,Western Sahara,17-04-2016 19:10,1
51.87,37,53058.91,217.37,Robust uniform framework,Port Kathleenfort,0,Moldova,05-06-2016 07:54,1
72.8,38,72203.96,196.61,Front-line methodical utilization,South Adamhaven,1,Niger,02-03-2016 04:02,0
38.37,32,38609.2,172.83,Focused upward-trending core,Lisafort,1,Chile,31-03-2016 20:55,0
63.26,34,20592.99,126.95,Cloned explicit middleware,Kingshire,1,Namibia,15-03-2016 19:35,0
60.83,36,32549.95,109.07,Self-enabling optimal initiative,Youngfort,1,French Polynesia,27-04-2016 04:28,1
80.71,29,61172.07,216.49,Sharable reciprocal project,East Anthony,1,Algeria,05-01-2016 07:52,0
80.51,42,57868.44,199.43,Face-to-face mission-critical definition,Hubbardmouth,1,Czech Republic,19-05-2016 14:30,1
66.08,52,33951.63,186.37,Customizable tangible hierarchy,Lake Hailey,1,Portugal,04-04-2016 08:19,1
82.07,48,43974.49,212.38,Polarized tangible collaboration,Port Michaelmouth,0,Hungary,17-07-2016 01:13,1
51.24,36,29398.61,141.52,Up-sized incremental encryption,North Randy,0,Liechtenstein,08-05-2016 22:24,0
55.6,35,42993.48,161.16,Total cohesive moratorium,West Wendyland,1,French Southern Territories,31-05-2016 09:06,1
59.22,40,73882.91,191.82,Inverse local hub,West Gregburgh,0,Greenland,28-02-2016 23:10,0
41.73,23,56725.47,217.37,Synchronized user-facing core,Markhaven,1,Czech Republic,31-05-2016 23:32,0
59.51,30,58677.69,184.88,Multi-lateral multi-state encryption,North Tara,0,Qatar,05-01-2016 20:58,0
46.14,28,73608.99,217.37,Managed zero tolerance concept,Kennedyfurt,1,Czech Republic,14-02-2016 10:06,1
50.19,40,73882.91,221.98,Reactive composite project,Birdshire,1,Indonesia,13-07-2016 16:12,0
65.77,34,34191.23,114.53,Cloned explicit middleware,New Tinamouth,1,Equatorial Guinea,11-03-2016 00:05,1
44.78,38,71455.62,154.75,Virtual bandwidth-monitored initiative,Stewartbury,0,Lao People's Democratic Republic,19-07-2016 12:05,1
